GmlId,COD_EMERGE,DES_EMERGE,FEC_EMERGE,DES_FENOME,DES_FUENTE,DES_GRUPO_,COD_PROV,COD_DIST,DES_JUSTIF,COD_GRUPO_,COD_FENOME,FEC_REGIST,MES_REGIST,LOCALIDAD,EDANOS,AHUMANITAR,DES_DPTO,DES_PROV,DES_DIST,COD_DPTO,FEC_TERMIN,FEC_USUARI,X,Y,Shape;;;;;;;;
"SDE.Emergencias_2016.4415,""00079969"","" INTENSAS SEQUIAS AFECTAN DIVERSAS LOCALIDADES DEL DISTRITO DE PAMPACHIRI"",""2016-11-15 12:00:00"",""SEQUIA"","" MIEMBROS PLATAFORMA DE DEFENSA CIVIL DE LA LOCALIDAD DE PAMPACHIRI"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""10"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE LA INFORMACIÓN."",""03"",""008"",2016-11-30T00:00:00,11,1,2,0,""APURIMAC"",""ANDAHUAYLAS"",""PAMPACHIRI"",""03"",2017-02-06T00:00:00,2016-11-30T00:00:00,-73.54386,-14.18638,""POINT (-73.54386 -14.18637999999999)""";;;;;;;;
"SDE.Emergencias_2016.4416,""00079971"","" INTENSAS SEQUIAS AFECTAN DIVERSAS LOCALIDADES DEL DISTRITO DE POMACOCHA"",""2016-11-15 12:00:00"",""SEQUIA"","" MIEMBROS PLATAFORMA DE DEFENSA CIVIL DE LA LOCALIDAD DE POMACOCHA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""11"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE LA INFORMACIÓN."",""03"",""008"",2016-11-30T00:00:00,11,1,2,0,""APURIMAC"",""ANDAHUAYLAS"",""POMACOCHA"",""03"",2017-02-06T00:00:00,2016-11-30T00:00:00,-73.59125,-14.08501,""POINT (-73.59125 -14.08501000000001)""";;;;;;;;
"SDE.Emergencias_2016.4417,""00079973"","" INTENSAS SEQUIAS AFECTAN DIVERSAS LOCALIDADES DEL DISTRITO DE HUAYANA"",""2016-11-15 12:00:00"",""SEQUIA"","" MIEMBROS PLATAFORMA DE DEFENSA CIVIL DE LA LOCALIDAD DE HUAYANA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""06"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE LA INFORMACIÓN."",""03"",""008"",2016-11-30T00:00:00,11,1,2,0,""APURIMAC"",""ANDAHUAYLAS"",""HUAYANA"",""03"",2017-02-06T00:00:00,2016-11-30T00:00:00,-73.61094,-14.05072,""POINT (-73.61094000000003 -14.05072000000001)""";;;;;;;;
"SDE.Emergencias_2016.4418,""00079956"",""SEQUIAS AFECTA DIVERSAS LOCALIDADES DEL DISTRITO DE CURASCO"",""2016-11-15 13:00:00"",""SEQUIA"",""PLATAFORMA DE DEFENSA CIVIL DE CURASCO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""07"",""14"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE LA INFORMACIÓN."",""03"",""008"",2016-11-30T00:00:00,11,1,2,0,""APURIMAC"",""GRAU"",""CURASCO"",""03"",2017-02-06T00:00:00,2016-11-30T00:00:00,-72.56833,-14.0619,""POINT (-72.56833 -14.06189999999998)""";;;;;;;;
"SDE.Emergencias_2016.4419,""00079953"",""PRESENCIA DE SEQUIA EN EL DISTRITO DE SAÑAYCA"",""2016-11-15 13:00:00"",""SEQUIA"",""PLATAFORMA DISTRITAL DE DEFENSA CIVIL DE SAÑAYCA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""04"",""12"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE LA INFORMACIÓN."",""03"",""008"",2016-11-30T00:00:00,11,1,2,0,""APURIMAC"",""AYMARAES"",""SAÑAYCA"",""03"",2017-02-06T00:00:00,2016-11-30T00:00:00,-73.34634,-14.20367,""POINT (-73.34634 -14.20366999999999)""";;;;;;;;
"SDE.Emergencias_2016.4420,""00079916"",""PRESENCIA DE SEQUIA EN EL DISTRITO DE SAN JUAN DE CHACÑA"",""2016-11-15 13:00:00"",""SEQUIA"",""PLATAFORMA DISTRITAL DE DEFENSA CIVIL DEL DISTRITO DE SAN JUAN DE CHACÑA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""04"",""11"",""CERRADO POR : COEN-21 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE INFORMACIÓN."",""03"",""008"",2016-11-30T00:00:00,11,1,1,0,""APURIMAC"",""AYMARAES"",""S. JUAN DE CHACÑA"",""03"",2017-02-06T00:00:00,2016-11-30T00:00:00,-73.1818,-13.9231,""POINT (-73.18180000000001 -13.92309999999998)""";;;;;;;;
"SDE.Emergencias_2016.4753,""00080439"",""SEQUIA EN EL DISTRITO DE CHACA"",""2016-11-25 00:00:00"",""SEQUIA"",""AGENCIA AGRARIA HUANTA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""04"",""06"",""CERRADO POR : COEN-18 POR : SE PROCEDE AL CIERRE A SOLICITUD DEL GORE AYACUCHO."",""03"",""008"",2016-12-20T00:00:00,12,1,4,0,""AYACUCHO"",""HUANTA"",""SANTILLANA"",""05"",2016-12-29T00:00:00,2016-12-20T00:00:00,-74.20572,-12.78349,""POINT (-74.20571999999999 -12.78348999999997)""";;;;;;;;
"SDE.Emergencias_2016.4754,""00080032"",""DEFICIT HIDRICO AFECTA AREAS  AGRICOLAS EN EL DISTRITO DE  TRES DE DICIEMBRE"",""2016-11-25 07:00:00"",""SEQUIA"",""DIRECTOR REGIONAL DE AGRICULTURA DE JUNIN"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""08"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA  A SOLICITUD DEL GOBIERNO REGIONAL DE JUNIN."",""03"",""008"",2016-12-01T00:00:00,12,1,3,0,""JUNIN"",""CHUPACA"",""3 DE DICIEMBRE"",""12"",2017-02-06T00:00:00,2016-12-01T00:00:00,-75.25483,-12.11098,""POINT (-75.25483000000003 -12.11097999999998)""";;;;;;;;
"SDE.Emergencias_2016.4755,""00080041"",""DEFICIT HIDRICO AFECTA AREAS  AGRICOLAS EN EL DISTRITO DE   JANJAILLO"",""2016-11-25 07:30:00"",""SEQUIA"",""DIRECTOR REGIONAL DE AGRICULTURA DE JUNIN"",""METEOROLOGICOS, OCEANOGRAFICOS"",""04"",""11"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA  A SOLICITUD DEL GOBIERNO REGIONAL DE JUNIN."",""03"",""008"",2016-12-01T00:00:00,12,10,6,0,""JUNIN"",""JAUJA"",""JANJAILLO"",""12"",2017-02-06T00:00:00,2016-12-01T00:00:00,-75.60121,-11.76111,""POINT (-75.60120999999998 -11.76110999999997)""";;;;;;;;
"SDE.Emergencias_2016.4756,""00080023"",""DEFICIT HIDRICO AFECTA AREAS  AGRICOLAS EN EL DISTRITO DE  YAUYOS"",""2016-11-25 09:00:00"",""SEQUIA"",""DIRECTOR REGIONAL DE AGRICULTURA DE JUNIN"",""METEOROLOGICOS, OCEANOGRAFICOS"",""04"",""34"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA  A SOLICITUD DEL GOBIERNO REGIONAL DE JUNIN."",""03"",""008"",2016-12-01T00:00:00,12,1,6,0,""JUNIN"",""JAUJA"",""YAUYOS"",""12"",2017-02-06T00:00:00,2016-12-01T00:00:00,-75.50609,-11.77784,""POINT (-75.50608999999997 -11.77784000000003)""";;;;;;;;
"SDE.Emergencias_2016.4757,""00079984"",""HUAYCO AFECTA A 25 VIVIENDAS EN EL DISTRITO Y PROVINCIA DE CHINCHEROS"",""2016-11-25 10:00:00"",""HUAYCO"",""OFICINA DE DEFENSA CIVIL DE CHINCHEROS - PLATAFORMA Y GRUPO DE TRABAJO"",""GEODINAMICA EXTERNA"",""06"",""01"",""CERRADO POR : COEN-21 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE INFORMACIÓN."",""02"",""007"",2016-11-30T00:00:00,11,1,1,0,""APURIMAC"",""CHINCHEROS"",""CHINCHEROS"",""03"",2017-02-06T00:00:00,2016-11-30T00:00:00,-73.7215,-13.51776,""POINT (-73.72149999999999 -13.51776000000001)""";;;;;;;;
"SDE.Emergencias_2016.4758,""00080106"",""INCENDIO FORESTAL AFECTA LA LOCALIDAD DE SAN JORGE DE CHILLIHUA EN TAMBURCO"",""2016-11-25 10:00:00"",""INCENDIO FORESTAL"",""EL ENCARGADO DE DEFENSA CIIVL DE LA MUNICIPALIDAD DISTRITAL"",""TECNOLOGICOS"",""01"",""09"",""CERRADO POR : COEN-21 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE INFORMACIÓN."",""05"",""010"",2016-12-05T00:00:00,12,2,1,0,""APURIMAC"",""ABANCAY"",""TAMBURCO"",""03"",2017-02-06T00:00:00,2016-12-05T00:00:00,-72.86051583,-13.59862782,""POINT (-72.86051582499999 -13.59862781700002)""";;;;;;;;
"SDE.Emergencias_2016.4759,""00080112"",""VIENTOS FUERTES EN EL DIST DE COROSHA PROV BONGARA REGION AMAZONAS"",""2016-11-25 11:40:00"",""VIENTOS FUERTES"",""PLATAFORMA DISTRITAL DE DEFENSA CIVIL DE COROSHA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""03"",""04"",""CERRADO POR : COE-OP7 POR : EMERGENCIA ATENDIDAD POR EL GOBIERNO REGIONAL"",""03"",""010"",2016-12-05T00:00:00,12,1,2,0,""AMAZONAS"",""BONGARA"",""COROSHA"",""01"",2016-12-21T00:00:00,2016-12-05T00:00:00,-77.79592,-5.8317,""POINT (-77.79592000000002 -5.831700000000012)""";;;;;;;;
"SDE.Emergencias_2016.4760,""00079936"",""VIENTOS FUERTES"",""2016-11-25 11:45:00"",""VIENTOS FUERTES"",""PLATAFORMA DISTRITAL DE DEFENSA CIVIL PUERTO RICO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""07"",""06"",""CERRADO POR : COEN-09 POR : LA EMERGENCIA FUE ATENDIDA."",""03"",""010"",2016-11-30T00:00:00,11,1,2,2,""SAN MARTIN"",""PICOTA"",""SAN CRISTOBAL"",""22"",2016-12-05T00:00:00,2016-11-30T00:00:00,-76.42189,-6.99258,""POINT (-76.42189000000002 -6.992579999999975)""";;;;;;;;
"SDE.Emergencias_2016.4761,""00080034"",""DEFICIT HIDRICO AFECTA AREAS  AGRICOLAS EN EL DISTRITO DE  CHACAPAMPA"",""2016-11-25 12:30:00"",""SEQUIA"",""DIRECTOR REGIONAL DE AGRICULTURA DE JUNIN"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""05"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA  A SOLICITUD DEL GOBIERNO REGIONAL DE JUNIN."",""03"",""008"",2016-12-01T00:00:00,12,3,9,0,""JUNIN"",""HUANCAYO"",""CHACAPAMPA"",""12"",2017-02-06T00:00:00,2016-12-01T00:00:00,-75.24986,-12.34657,""POINT (-75.24986000000001 -12.34656999999999)""";;;;;;;;
"SDE.Emergencias_2016.4762,""00079775"",""FUERTES VIENTOS"",""2016-11-25 13:00:00"",""VIENTOS FUERTES"",""PLATAFORMA DE MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""03"",""04"",""CERRADO POR : COEN-21 POR : Se procede con el cierre de emergencia, por encontrarse concluida."",""03"",""010"",2016-11-28T00:00:00,11,1,1,2,""JUNIN"",""CHANCHAMAYO"",""SAN LUIS DE SHUARO"",""12"",2017-01-03T00:00:00,2016-11-28T00:00:00,-75.29425,-10.90852,""POINT (-75.29424999999998 -10.90852000000001)""";;;;;;;;
"SDE.Emergencias_2016.4894,""00080158"",""SISMO EN EL DISTRITO DE SAN MIGUEL"",""2016-12-01 17:40:00"",""SISMOS"",""CENTRO DE OPERACIONES DE EMERGENCIA SAN ROMÁN"",""GEODINAMICA INTERNA"",""11"",""01"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA  A SOLICITUD DEL GOBIERNO REGIONAL DE PUNO"",""01"",""002"",2016-12-07T00:00:00,12,1,1,0,""PUNO"",""SAN ROMAN"",""JULIACA"",""21"",2017-02-06T00:00:00,2016-12-07T00:00:00,-70.08212,-15.43018,""POINT (-70.08211999999998 -15.43018000000001)""";;;;;;;;
"SDE.Emergencias_2016.4895,""00080152"",""SISMO"",""2016-12-01 17:40:00"",""SISMOS"",""MUNICIPALIDAD DISTRITAL DE OCORURO"",""GEODINAMICA INTERNA"",""08"",""04"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL DEL CUSCO"",""01"",""002"",2016-12-07T00:00:00,12,3,3,0,""CUSCO"",""ESPINAR"",""OCORURO"",""08"",2016-12-23T00:00:00,2016-12-07T00:00:00,-71.13246,-15.05346,""POINT (-71.13245999999998 -15.05345999999997)""";;;;;;;;
"SDE.Emergencias_2016.4896,""00080739"",""LLUVIAS INTENSAS AFECTA VIAS DE ACCESO EN LA LOCALIDAD DE MULACHURCO"",""2016-12-01 20:00:00"",""PRECIPITACIONES - LLUVIA"",""AUTORIDAD DE LA LOCALIDAD DE MULACHURCO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""07"",""CERRADO POR : COE-OP2 POR : SE ATENDIO LA EMERGENCIA."",""03"",""004"",2017-01-06T00:00:00,1,1,1,3,""HUÁNUCO"",""AMBO"",""SAN RAFAEL"",""10"",2017-01-12T00:00:00,2017-01-06T00:00:00,-76.18605,-10.33946,""POINT (-76.18605000000002 -10.33945999999997)""";;;;;;;;
"SDE.Emergencias_2016.4897,""00080702"",""HELADAS"",""2016-12-02 01:00:00"",""HELADA"",""AUTORIDADES DE LA LOCALIDAD DE MULACHURCO Y DEL CENTRO POBLADO DE ALCAS Y LA MUNICIPALIDAD DE SAN RAFAEL"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""07"",""CERRADO POR : COEN-24 POR : SE CIERRA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL ANCASH"",""03"",""002"",2017-01-04T00:00:00,1,1,1,3,""HUÁNUCO"",""AMBO"",""SAN RAFAEL"",""10"",2017-02-07T00:00:00,2017-01-04T00:00:00,-76.10909,-10.32799,""POINT (-76.10908999999998 -10.32799)""";;;;;;;;
"SDE.Emergencias_2016.4898,""00080082"",""DERRUNBE AFECTA INSTITUCION EDUCATIVA EN EL CASERIO SANTA RITA"",""2016-12-02 07:30:00"",""DERRUMBE"",""OFICINA  DE DEFENSA CIVIL"",""GEODINAMICA EXTERNA"",""02"",""02"",""SE REAPERTURA LA EMERGENCIA POR ACTUALIZACION DE DATOS"",""02"",""005"",2016-12-02T00:00:00,12,1,2,0,""PASCO"",""D. A.CARRION"",""CHACAYAN"",""19"",2016-12-20T00:00:00,2016-12-02T00:00:00,-76.37921,-10.3401,""POINT (-76.37921 -10.34010000000001)""";;;;;;;;
"SDE.Emergencias_2016.4899,""00080340"",""DAÑOS POR DEFICIT HIDRICO EN EL SECTOR AGROPECUARIO"",""2016-12-02 10:00:00"",""SEQUIA"",""DIRECCIÓN REGIONAL DE AGRICULTURA - TACNA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""04"",""07"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD DE INGRESO DE LA INFORMACIÓN ."",""03"",""008"",2016-12-15T00:00:00,12,1,1,0,""TACNA"",""TARATA"",""TARUCACHI"",""23"",2017-02-06T00:00:00,2016-12-15T00:00:00,-70.03002,-17.52625,""POINT (-70.03001999999998 -17.52625000000001)""";;;;;;;;
"SDE.Emergencias_2016.4900,""00080341"",""DAÑOS POR DEFICIT HIDRICO EN EL SECTOR AGROPECUARIO"",""2016-12-02 10:00:00"",""SEQUIA"",""DIRECCIÓN REGIONAL DE AGRICULTURA - TACNA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""04"",""06"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL INGRESO DE LA INFORMACIÓN."",""03"",""008"",2016-12-15T00:00:00,12,1,1,0,""TACNA"",""TARATA"",""SUSAPAYA"",""23"",2017-02-06T00:00:00,2016-12-15T00:00:00,-70.13365,-17.35403,""POINT (-70.13364999999999 -17.35403000000002)""";;;;;;;;
"SDE.Emergencias_2016.4901,""00080342"",""DAÑOS POR DÉFICIT HÍDRICO EN EL SECTOR AGROPECUARIO"",""2016-12-02 10:00:00"",""SEQUIA"",""DIRECCIÓN REGIONAL DE AGRICULTURA - TACNA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""04"",""05"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE INFORMACIÓN."",""03"",""008"",2016-12-15T00:00:00,12,1,1,0,""TACNA"",""TARATA"",""SITAJARA"",""23"",2017-02-06T00:00:00,2016-12-15T00:00:00,-70.13458,-17.37582,""POINT (-70.13458000000003 -17.37581999999998)""";;;;;;;;
"SDE.Emergencias_2016.4902,""00080343"",""DAÑOS POR DÉFICIT HÍDRICO EN EL SECTOR AGROPECUARIO"",""2016-12-02 10:00:00"",""SEQUIA"",""DIRECCIÓN REGIONAL DE AGRICULTURA - TACNA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""04"",""04"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE INFORMACIÓN."",""03"",""008"",2016-12-15T00:00:00,12,1,1,0,""TACNA"",""TARATA"",""ESTIQUE-PAMPA"",""23"",2017-02-06T00:00:00,2016-12-15T00:00:00,-70.03451,-17.53892,""POINT (-70.03451000000001 -17.53892000000002)""";;;;;;;;
"SDE.Emergencias_2016.4903,""00080347"",""DAÑOS POR DÉFICIT HÍDRICO EN EL SECTOR AGROPECUARIO"",""2016-12-02 10:00:00"",""SEQUIA"",""DIRECCIÓN REGIONAL DE AGRICULTURA - TACNA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""04"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE INFORMACIÓN."",""03"",""008"",2016-12-15T00:00:00,12,1,1,0,""TACNA"",""CANDARAVE"",""CURIBAYA"",""23"",2017-02-06T00:00:00,2016-12-15T00:00:00,-70.33817,-17.38301,""POINT (-70.33816999999999 -17.38301000000001)""";;;;;;;;
"SDE.Emergencias_2016.4568,""00080319"",""SEQUIA EN EL DISTRITO DE CHILCAYOCC"",""2016-11-20 01:00:00"",""SEQUIA"",""AGENCIA AGRARIA SUCRE"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""04"",""CERRADO POR : COEN-18 POR : A SOLICITUD DEL GORE AYACUCHO."",""03"",""008"",2016-12-15T00:00:00,12,1,5,0,""AYACUCHO"",""SUCRE"",""CHILCAYOC"",""05"",2016-12-30T00:00:00,2016-12-15T00:00:00,-73.73069,-13.88364,""POINT (-73.73068999999998 -13.88364000000001)""";;;;;;;;
"SDE.Emergencias_2016.4569,""00080320"",""SEQUIA EN EL DISTRITO DE CHALCOS"",""2016-11-20 01:00:00"",""SEQUIA"",""AGENCIA AGRARIA SUCRE"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""03"",""CERRADO POR : COEN-18 POR : A SOLICITUD DEL GORE AYACUCHO."",""03"",""008"",2016-12-15T00:00:00,12,1,4,0,""AYACUCHO"",""SUCRE"",""CHALCOS"",""05"",2016-12-30T00:00:00,2016-12-15T00:00:00,-73.75451,-13.84894,""POINT (-73.75450999999998 -13.84894000000003)""";;;;;;;;
"SDE.Emergencias_2016.4570,""00080321"",""SEQUIA EN EL DISTRITO DE BELEN"",""2016-11-20 01:00:00"",""SEQUIA"",""AGENCIA AGRARIA SUCRE"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""02"",""CERRADO POR : COEN-18 POR : A SOLICITUD DEL GORE AYACUCHO."",""03"",""008"",2016-12-15T00:00:00,12,1,4,0,""AYACUCHO"",""SUCRE"",""BELEN"",""05"",2016-12-30T00:00:00,2016-12-15T00:00:00,-73.7598,-13.80972,""POINT (-73.75979999999998 -13.80972000000003)""";;;;;;;;
"SDE.Emergencias_2016.4571,""00080322"",""SEQUIA EN EL DISTRITO DE SAN PEDRO DE LARCAY"",""2016-11-20 01:00:00"",""SEQUIA"",""AGENCIA AGRARIA SUCRE"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""08"",""CERRADO POR : COEN-18 POR : A SOLICITUD DEL GORE AYACUCHO."",""03"",""008"",2016-12-15T00:00:00,12,1,6,0,""AYACUCHO"",""SUCRE"",""S.PEDRO DE LARCAY"",""05"",2016-12-30T00:00:00,2016-12-15T00:00:00,-73.57606,-14.16976,""POINT (-73.57605999999998 -14.16976)""";;;;;;;;
"SDE.Emergencias_2016.4572,""00080323"",""SEQUIA EN EL DISTRITO DE SORAS"",""2016-11-20 01:00:00"",""SEQUIA"",""AGENCIA AGRARIA SUCRE"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""11"",""CERRADO POR : COEN-18 POR : A SOLICITUD DEL GORE AYACUCHO."",""03"",""008"",2016-12-15T00:00:00,12,1,6,0,""AYACUCHO"",""SUCRE"",""SORAS"",""05"",2016-12-30T00:00:00,2016-12-15T00:00:00,-73.60631,-14.11426,""POINT (-73.60631000000001 -14.11426)""";;;;;;;;
"SDE.Emergencias_2016.4573,""00080326"",""SEQUIA EN EL DISTRITO DE SANTIAGO DE PAUCARAY"",""2016-11-20 01:00:00"",""SEQUIA"",""AGENCIA AGRARIA SUCRE"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""10"",""CERRADO POR : COEN-18 POR : A SOLICITUD DEL GORE AYACUCHO."",""03"",""008"",2016-12-15T00:00:00,12,1,6,0,""AYACUCHO"",""SUCRE"",""S. DE PAUCARAY"",""05"",2016-12-30T00:00:00,2016-12-15T00:00:00,-73.6414,-14.04621,""POINT (-73.64139999999998 -14.04620999999997)""";;;;;;;;
"SDE.Emergencias_2016.4574,""00080328"",""SEQUIA EN EL DISTRITO DE HUACAÑA"",""2016-11-20 01:00:00"",""SEQUIA"",""AGENCIA AGRARIA SUCRE"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""05"",""CERRADO POR : COEN-18 POR : A SOLICITUD DEL GORE AYACUCHO."",""03"",""008"",2016-12-15T00:00:00,12,1,9,0,""AYACUCHO"",""SUCRE"",""HUACAÑA"",""05"",2016-12-30T00:00:00,2016-12-15T00:00:00,-73.88876,-14.17234,""POINT (-73.88875999999999 -14.17234000000002)""";;;;;;;;
"SDE.Emergencias_2016.4575,""00079807"",""DEFICIT HIDRICO AFECTA ÁREAS  AGRÍCOLAS EN EL DISTRITO DE ONDORES"",""2016-11-20 01:00:00"",""SEQUIA"",""DIRECTOR REGIONAL DE AGRICULTURA JUNIN"",""METEOROLOGICOS, OCEANOGRAFICOS"",""05"",""03"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA  A SOLICITUD DEL GOBIERNO REGIONAL DE JUNIN."",""03"",""008"",2016-11-28T00:00:00,11,8,23,0,""JUNIN"",""JUNIN"",""ONDORES"",""12"",2017-02-06T00:00:00,2016-11-28T00:00:00,-76.15021,-11.0886,""POINT (-76.15021000000002 -11.08859999999999)""";;;;;;;;
"SDE.Emergencias_2016.4576,""00079809"",""DEFICIT HIDRICO AFECTA ÁREAS AGRÍCOLAS EN EL DISTRITO DE ULCUMAYO"",""2016-11-20 01:00:00"",""SEQUIA"",""DIRECTOR REGIONAL DE AGRICULTURA DE JUNIN"",""METEOROLOGICOS, OCEANOGRAFICOS"",""05"",""04"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA  A SOLICITUD DEL GOBIERNO REGIONAL DE JUNIN."",""03"",""008"",2016-11-28T00:00:00,11,7,3,0,""JUNIN"",""JUNIN"",""ULCUMAYO"",""12"",2017-02-06T00:00:00,2016-11-28T00:00:00,-75.88011,-10.96741,""POINT (-75.88011 -10.96740999999997)""";;;;;;;;
"SDE.Emergencias_2016.4577,""00080327"",""SEQUIA EN EL DISTRITO DE QUEROBAMBA"",""2016-11-20 01:00:00"",""SEQUIA"",""AGENCIA AGRARIA SUCRE"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""01"",""CERRADO POR : COEN-18 POR : A SOLICITUD DEL GORE AYACUCHO."",""03"",""008"",2016-12-15T00:00:00,12,1,6,0,""AYACUCHO"",""SUCRE"",""QUEROBAMBA"",""05"",2016-12-30T00:00:00,2016-12-15T00:00:00,-73.84085,-14.01363,""POINT (-73.84084999999999 -14.01362999999998)""";;;;;;;;
"SDE.Emergencias_2016.4578,""00080316"",""SEQUIA EN EL DISTRITO DE MORCOLLA"",""2016-11-20 01:00:00"",""SEQUIA"",""AGENCIA AGRARIA SUCRE"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""06"",""CERRADO POR : COEN-18 POR : A SOLICITUD DEL GORE AYACUCHO."",""03"",""008"",2016-12-15T00:00:00,12,1,9,0,""AYACUCHO"",""SUCRE"",""MORCOLLA"",""05"",2016-12-30T00:00:00,2016-12-15T00:00:00,-73.85063,-14.12284,""POINT (-73.85063000000002 -14.12284)""";;;;;;;;
"SDE.Emergencias_2016.4579,""00080324"",""SEQUIA EN EL DISTRITO DE PAICO"",""2016-11-20 01:00:00"",""SEQUIA"",""AGENCIA AGRARIA SUCRE"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""07"",""CERRADO POR : COEN-18 POR : A SOLICITUD DEL GORE AYACUCHO."",""03"",""008"",2016-12-15T00:00:00,12,1,7,0,""AYACUCHO"",""SUCRE"",""PAICO"",""05"",2016-12-30T00:00:00,2016-12-15T00:00:00,-73.64565,-14.03904,""POINT (-73.64564999999999 -14.03904)""";;;;;;;;
"SDE.Emergencias_2016.4421,""00079925"","" AUSENCIA DE LLUVIA AFECTAN CULTIVOS EN  EL DISTRITO DE CHACOCHE"",""2016-11-15 13:00:00"",""SEQUIA"",""EL JEFE DE DEFENSA CIVIL DEL DISTRITO DE CHACOCHE"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""02"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE LA INFORMACIÓN."",""03"",""008"",2016-11-30T00:00:00,11,4,6,0,""APURIMAC"",""ABANCAY"",""CHACOCHE"",""03"",2017-02-06T00:00:00,2016-11-30T00:00:00,-72.99309,-13.94225,""POINT (-72.99309 -13.94225)""";;;;;;;;
